Anno;Quartiere;Genere;Ipotesi_alta;Ipotesi_media;Ipotesi_bassa
2026;Dergano;Femmine;100;100;100
2026;Dergano;Maschi;91;90;90
2026;Duomo;Femmine;75;74;74
2026;Duomo;Maschi;65;65;65
2026;Ex OM - Morivione;Femmine;57;57;57
2026;Ex OM - Morivione;Maschi;25;25;25
2026;Farini;Femmine;5;4;4
2026;Farini;Maschi;5;5;5
2026;Forze Armate;Femmine;148;147;147
2026;Forze Armate;Maschi;131;131;131
2026;Gallaratese;Femmine;251;251;251
2026;Gallaratese;Maschi;210;210;210
2026;Garibaldi Repubblica;Femmine;27;27;27
2026;Garibaldi Repubblica;Maschi;13;13;13
2026;Ghisolfa;Femmine;82;83;83
2026;Ghisolfa;Maschi;74;74;74
2026;Giambellino;Femmine;157;155;155
2026;Giambellino;Maschi;124;124;123
2026;Gratosoglio - Ticinello;Femmine;99;99;99
2026;Gratosoglio - Ticinello;Maschi;101;101;101
2026;Greco;Femmine;69;69;69
2026;Greco;Maschi;70;70;70
2026;Guastalla;Femmine;71;71;71
2026;Guastalla;Maschi;66;66;66
2026;Isola;Femmine;98;96;96
2026;Isola;Maschi;88;88;88
2026;Lambrate;Femmine;47;47;47
2026;Lambrate;Maschi;31;31;31
2026;Lodi - Corvetto;Femmine;200;199;198
2026;Lodi - Corvetto;Maschi;167;167;167
2026;Lorenteggio;Femmine;85;85;85
2026;Lorenteggio;Maschi;75;75;75
2026;Loreto;Femmine;196;195;191
2026;Loreto;Maschi;184;181;180
2026;Maciachini - Maggiolina;Femmine;144;144;144
2026;Maciachini - Maggiolina;Maschi;117;116;116
2026;Magenta - S. Vittore;Femmine;78;78;78
2026;Magenta - S. Vittore;Maschi;73;71;71
2026;Maggiore - Musocco;Femmine;17;18;18
2026;Maggiore - Musocco;Maschi;24;24;24
2026;Mecenate;Femmine;140;140;140
2026;Mecenate;Maschi;116;113;113
2026;Navigli;Femmine;71;71;71
2026;Navigli;Maschi;55;56;56
2026;Niguarda - Cà Granda;Femmine;228;228;228
2026;Niguarda - Cà Granda;Maschi;187;186;186
2026;Ortomercato;Femmine;18;18;18
2026;Ortomercato;Maschi;11;11;11
2026;Padova;Femmine;193;187;186
2026;Padova;Maschi;157;155;155
2026;Pagano;Femmine;88;86;86
2026;Pagano;Maschi;70;69;69
2026;Parco Lambro - Cimiano;Femmine;129;129;129
2026;Parco Lambro - Cimiano;Maschi;101;101;101
2026;Parco Monlué - Ponte Lambro;Femmine;5;5;5
2026;Parco Monlué - Ponte Lambro;Maschi;4;4;4
2026;Porta Romana;Femmine;67;67;67
2026;Porta Romana;Maschi;59;59;59
2026;Portello;Femmine;41;41;41
2026;Portello;Maschi;36;36;36
2026;QT 8;Femmine;23;23;23
2026;QT 8;Maschi;16;16;16
2026;Quarto Cagnino;Femmine;39;39;39
2026;Quarto Cagnino;Maschi;46;46;46
2026;Quarto Oggiaro;Femmine;178;178;178
2026;Quarto Oggiaro;Maschi;146;145;145
2026;Quinto Romano;Femmine;19;18;18
2026;Quinto Romano;Maschi;15;15;15
2026;Ripamonti;Femmine;50;50;50
2026;Ripamonti;Maschi;56;56;56
2026;Rogoredo;Femmine;24;24;24
2026;Rogoredo;Maschi;16;16;16
2026;Ronchetto S/N;Femmine;64;64;64
2026;Ronchetto S/N;Maschi;74;71;71
2026;S. Cristoforo;Femmine;64;63;63
2026;S. Cristoforo;Maschi;61;61;61
2026;S. Siro;Femmine;47;47;47
2026;S. Siro;Maschi;59;58;58
2026;Sarpi;Femmine;147;147;146
2026;Sarpi;Maschi;106;105;105
2026;Scalo Romana;Femmine;27;27;27
2026;Scalo Romana;Maschi;37;37;37
2026;Selinunte;Femmine;140;140;140
2026;Selinunte;Maschi;101;101;101
2026;Stadera;Femmine;179;179;179
2026;Stadera;Maschi;134;134;133
2026;Tibaldi;Femmine;66;66;66
2026;Tibaldi;Maschi;61;62;62
2026;Ticinese;Femmine;83;83;83
2026;Ticinese;Maschi;77;77;77
2026;Tortona;Femmine;74;74;74
2026;Tortona;Maschi;69;69;69
2026;Trenno;Femmine;13;13;13
2026;Trenno;Maschi;16;16;16
2026;Umbria - Molise;Femmine;112;112;112
2026;Umbria - Molise;Maschi;86;86;86
2026;Vigentina;Femmine;71;71;71
2026;Vigentina;Maschi;64;64;64
2026;Villapizzone;Femmine;211;212;210
2026;Villapizzone;Maschi;175;176;173
2026;Vle Monza;Femmine;143;143;143
2026;Vle Monza;Maschi;142;143;143
2026;Washington;Femmine;148;148;148
2026;Washington;Maschi;112;112;112
2026;XXII Marzo;Femmine;166;166;166
2026;XXII Marzo;Maschi;131;131;131
2026;Quartieri residuali;Femmine;21;22;22
2026;Quartieri residuali;Maschi;10;10;10
2027;Adriano;Femmine;37;37;37
2027;Adriano;Maschi;50;50;50
2027;Affori;Femmine;107;106;106
2027;Affori;Maschi;105;105;104
2027;Baggio;Femmine;178;179;179
2027;Baggio;Maschi;152;152;152
2027;Bande Nere;Femmine;265;265;265
2027;Bande Nere;Maschi;203;202;202
2027;Barona;Femmine;126;124;124
2027;Barona;Maschi;100;99;99
2027;Bicocca;Femmine;15;15;15
2027;Bicocca;Maschi;11;11;11
2027;Bovisa;Femmine;49;49;49
2027;Bovisa;Maschi;50;50;50
2027;Bovisasca;Femmine;45;45;45
2027;Bovisasca;Maschi;38;38;38
2027;Brera;Femmine;83;82;82
2027;Brera;Maschi;73;72;72
2027;Bruzzano;Femmine;35;35;35
2027;Bruzzano;Maschi;51;51;51
2027;Buenos Aires - Venezia;Femmine;331;329;329
2027;Buenos Aires - Venezia;Maschi;296;296;294
2027;Centrale;Femmine;81;81;81
2027;Centrale;Maschi;69;69;69
2027;Città Studi;Femmine;199;198;198
2027;Città Studi;Maschi;161;160;160
2027;Comasina;Femmine;47;46;46
2027;Comasina;Maschi;36;36;36
2027;Corsica;Femmine;104;104;104
2027;Corsica;Maschi;86;86;86
2027;De Angeli - Monte Rosa;Femmine;111;108;108
2027;De Angeli - Monte Rosa;Maschi;83;83;83
2027;Dergano;Femmine;95;94;94
2027;Dergano;Maschi;93;93;93
2027;Duomo;Femmine;72;72;72
2027;Duomo;Maschi;64;64;64
2027;Ex OM - Morivione;Femmine;57;57;57
2027;Ex OM - Morivione;Maschi;22;22;22
2027;Farini;Femmine;5;5;5
2027;Farini;Maschi;6;6;6
2027;Forze Armate;Femmine;150;150;150
2027;Forze Armate;Maschi;132;132;132
2027;Gallaratese;Femmine;249;249;249
2027;Gallaratese;Maschi;202;202;202
2027;Garibaldi Repubblica;Femmine;26;26;26
2027;Garibaldi Repubblica;Maschi;13;12;12
2027;Ghisolfa;Femmine;85;85;85
2027;Ghisolfa;Maschi;72;71;71
2027;Giambellino;Femmine;156;154;154
2027;Giambellino;Maschi;119;118;117
2027;Gratosoglio - Ticinello;Femmine;99;99;99
2027;Gratosoglio - Ticinello;Maschi;102;101;101
2027;Greco;Femmine;68;68;68
2027;Greco;Maschi;68;68;68
2027;Guastalla;Femmine;68;68;68
2027;Guastalla;Maschi;67;67;67
2027;Isola;Femmine;94;94;94
2027;Isola;Maschi;86;86;86
2027;Lambrate;Femmine;47;47;47
2027;Lambrate;Maschi;32;32;32
2027;Lodi - Corvetto;Femmine;197;197;196
2027;Lodi - Corvetto;Maschi;169;168;168
2027;Lorenteggio;Femmine;84;83;83
2027;Lorenteggio;Maschi;74;73;73
2027;Loreto;Femmine;193;191;186
2027;Loreto;Maschi;183;181;179
2027;Maciachini - Maggiolina;Femmine;144;145;145
2027;Maciachini - Maggiolina;Maschi;116;115;115
2027;Magenta - S. Vittore;Femmine;80;79;79
2027;Magenta - S. Vittore;Maschi;71;71;71
2027;Maggiore - Musocco;Femmine;20;20;20
2027;Maggiore - Musocco;Maschi;23;23;23
2027;Mecenate;Femmine;135;134;134
2027;Mecenate;Maschi;110;111;111
2027;Navigli;Femmine;73;73;73
2027;Navigli;Maschi;56;56;56
2027;Niguarda - Cà Granda;Femmine;226;226;226
2027;Niguarda - Cà Granda;Maschi;186;185;185
2027;Ortomercato;Femmine;17;17;17
2027;Ortomercato;Maschi;9;9;9
2027;Padova;Femmine;187;183;182
2027;Padova;Maschi;156;154;153
2027;Pagano;Femmine;85;84;84
2027;Pagano;Maschi;69;69;69
2027;Parco Lambro - Cimiano;Femmine;127;127;127
2027;Parco Lambro - Cimiano;Maschi;100;99;99
2027;Parco Monlué - Ponte Lambro;Femmine;5;5;5
2027;Parco Monlué - Ponte Lambro;Maschi;3;3;3
2027;Porta Romana;Femmine;66;66;66
2027;Porta Romana;Maschi;59;59;59
2027;Portello;Femmine;41;41;41
2027;Portello;Maschi;33;33;33
2027;QT 8;Femmine;23;23;23
2027;QT 8;Maschi;18;18;18
2027;Quarto Cagnino;Femmine;40;40;40
2027;Quarto Cagnino;Maschi;44;44;44
2027;Quarto Oggiaro;Femmine;172;171;171
2027;Quarto Oggiaro;Maschi;144;143;143
2027;Quinto Romano;Femmine;20;20;20
2027;Quinto Romano;Maschi;14;14;14
2027;Ripamonti;Femmine;47;47;47
2027;Ripamonti;Maschi;58;58;58
2027;Rogoredo;Femmine;23;23;23
2027;Rogoredo;Maschi;17;16;16
2027;Ronchetto S/N;Femmine;67;67;67
2027;Ronchetto S/N;Maschi;71;71;71
2027;S. Cristoforo;Femmine;63;62;62
2027;S. Cristoforo;Maschi;61;61;61
2027;S. Siro;Femmine;44;44;44
2027;S. Siro;Maschi;53;53;53
2027;Sarpi;Femmine;146;146;145
2027;Sarpi;Maschi;108;106;106
2027;Scalo Romana;Femmine;25;26;26
2027;Scalo Romana;Maschi;36;37;37
2027;Selinunte;Femmine;136;136;136
2027;Selinunte;Maschi;98;98;98
2027;Stadera;Femmine;177;177;177
2027;Stadera;Maschi;131;131;130
2027;Tibaldi;Femmine;65;65;65
2027;Tibaldi;Maschi;61;61;61
2027;Ticinese;Femmine;78;78;78
2027;Ticinese;Maschi;76;76;76
2027;Tortona;Femmine;73;73;73
2027;Tortona;Maschi;67;67;67
2027;Trenno;Femmine;12;12;12
2027;Trenno;Maschi;17;17;17
2027;Umbria - Molise;Femmine;110;110;110
2027;Umbria - Molise;Maschi;88;88;88
2027;Vigentina;Femmine;72;72;72
2027;Vigentina;Maschi;65;64;64
2027;Villapizzone;Femmine;209;211;208
2027;Villapizzone;Maschi;176;175;172
2027;Vle Monza;Femmine;146;147;147
2027;Vle Monza;Maschi;143;142;142
2027;Washington;Femmine;146;146;146
2027;Washington;Maschi;111;110;110
2027;XXII Marzo;Femmine;162;162;162
2027;XXII Marzo;Maschi;130;129;129
2027;Quartieri residuali;Femmine;22;23;23
2027;Quartieri residuali;Maschi;10;10;10
2028;Adriano;Femmine;38;38;38
2028;Adriano;Maschi;53;53;53
2028;Affori;Femmine;107;107;107
2028;Affori;Maschi;103;100;99
2028;Baggio;Femmine;177;177;177
2028;Baggio;Maschi;154;153;153
2028;Bande Nere;Femmine;259;259;259
2028;Bande Nere;Maschi;196;193;192
2028;Barona;Femmine;126;126;126
2028;Barona;Maschi;96;96;96
2028;Bicocca;Femmine;13;13;13
2028;Bicocca;Maschi;14;14;14
2028;Bovisa;Femmine;49;49;49
2028;Bovisa;Maschi;51;50;50
2028;Bovisasca;Femmine;45;45;45
2028;Bovisasca;Maschi;37;37;37
2028;Brera;Femmine;83;81;81
2028;Brera;Maschi;76;75;75
2028;Bruzzano;Femmine;37;37;37
2028;Bruzzano;Maschi;49;50;50
2028;Buenos Aires - Venezia;Femmine;332;331;331
2028;Buenos Aires - Venezia;Maschi;297;297;295
2028;Centrale;Femmine;81;81;81
2028;Centrale;Maschi;73;72;72
2028;Città Studi;Femmine;197;195;195
2028;Città Studi;Maschi;163;161;161
2028;Comasina;Femmine;46;46;46
2028;Comasina;Maschi;35;35;35
2028;Corsica;Femmine;103;103;103
2028;Corsica;Maschi;87;87;87
2028;De Angeli - Monte Rosa;Femmine;106;106;106
2028;De Angeli - Monte Rosa;Maschi;84;84;84
2028;Dergano;Femmine;94;94;94
2028;Dergano;Maschi;90;90;90
2028;Duomo;Femmine;74;73;73
2028;Duomo;Maschi;66;66;66
2028;Ex OM - Morivione;Femmine;59;59;59
2028;Ex OM - Morivione;Maschi;23;23;23
2028;Farini;Femmine;5;6;6
2028;Farini;Maschi;6;6;6
2028;Forze Armate;Femmine;148;148;148
2028;Forze Armate;Maschi;133;133;133
2028;Gallaratese;Femmine;248;249;249
2028;Gallaratese;Maschi;200;200;200
2028;Garibaldi Repubblica;Femmine;28;28;28
2028;Garibaldi Repubblica;Maschi;14;14;14
2028;Ghisolfa;Femmine;81;80;80
2028;Ghisolfa;Maschi;72;71;71
2028;Giambellino;Femmine;149;149;149
2028;Giambellino;Maschi;122;121;120
2028;Gratosoglio - Ticinello;Femmine;99;99;99
2028;Gratosoglio - Ticinello;Maschi;100;100;100
2028;Greco;Femmine;67;67;67
2028;Greco;Maschi;67;67;67
2028;Guastalla;Femmine;70;70;70
2028;Guastalla;Maschi;65;64;64
2028;Isola;Femmine;97;96;96
2028;Isola;Maschi;87;87;87
2028;Lambrate;Femmine;48;47;47
2028;Lambrate;Maschi;31;31;31
2028;Lodi - Corvetto;Femmine;195;194;194
2028;Lodi - Corvetto;Maschi;165;165;165
2028;Lorenteggio;Femmine;84;84;84
2028;Lorenteggio;Maschi;74;74;74
2028;Loreto;Femmine;195;193;189
2028;Loreto;Maschi;183;180;179
2028;Maciachini - Maggiolina;Femmine;143;143;143
2028;Maciachini - Maggiolina;Maschi;113;113;113
2028;Magenta - S. Vittore;Femmine;84;83;83
2028;Magenta - S. Vittore;Maschi;70;68;68
2028;Maggiore - Musocco;Femmine;19;19;19
2028;Maggiore - Musocco;Maschi;26;25;25
2028;Mecenate;Femmine;133;133;133
2028;Mecenate;Maschi;109;109;109
2028;Navigli;Femmine;71;70;70
2028;Navigli;Maschi;54;54;54
2028;Niguarda - Cà Granda;Femmine;226;225;225
2028;Niguarda - Cà Granda;Maschi;184;183;183
2028;Ortomercato;Femmine;16;16;16
2028;Ortomercato;Maschi;10;9;9
2028;Padova;Femmine;186;182;181
2028;Padova;Maschi;151;151;150
2028;Pagano;Femmine;87;86;86
2028;Pagano;Maschi;70;69;69
2028;Parco Lambro - Cimiano;Femmine;128;128;128
2028;Parco Lambro - Cimiano;Maschi;98;98;98
2028;Parco Monlué - Ponte Lambro;Femmine;5;5;5
2028;Parco Monlué - Ponte Lambro;Maschi;3;3;3
2028;Porta Romana;Femmine;68;68;68
2028;Porta Romana;Maschi;59;59;59
2028;Portello;Femmine;41;41;41
2028;Portello;Maschi;34;33;33
2028;QT 8;Femmine;23;23;23
2028;QT 8;Maschi;15;15;15
2028;Quarto Cagnino;Femmine;38;38;38
2028;Quarto Cagnino;Maschi;43;43;43
2028;Quarto Oggiaro;Femmine;172;172;172
2028;Quarto Oggiaro;Maschi;148;148;148
2028;Quinto Romano;Femmine;18;18;18
2028;Quinto Romano;Maschi;14;14;14
2028;Ripamonti;Femmine;50;49;49
2028;Ripamonti;Maschi;55;55;55
2028;Rogoredo;Femmine;22;22;22
2028;Rogoredo;Maschi;17;18;18
2028;Ronchetto S/N;Femmine;64;63;63
2028;Ronchetto S/N;Maschi;70;70;70
2028;S. Cristoforo;Femmine;66;67;67
2028;S. Cristoforo;Maschi;61;60;60
2028;S. Siro;Femmine;43;43;43
2028;S. Siro;Maschi;56;56;56
2028;Sarpi;Femmine;147;146;145
2028;Sarpi;Maschi;106;106;106
2028;Scalo Romana;Femmine;26;26;26
2028;Scalo Romana;Maschi;34;34;34
2028;Selinunte;Femmine;133;131;131
2028;Selinunte;Maschi;98;97;97
2028;Stadera;Femmine;179;178;178
2028;Stadera;Maschi;135;136;135
2028;Tibaldi;Femmine;66;66;66
2028;Tibaldi;Maschi;63;63;63
2028;Ticinese;Femmine;82;82;82
2028;Ticinese;Maschi;75;75;75
2028;Tortona;Femmine;71;69;69
2028;Tortona;Maschi;69;68;68
2028;Trenno;Femmine;12;12;12
2028;Trenno;Maschi;16;16;16
2028;Umbria - Molise;Femmine;110;109;109
2028;Umbria - Molise;Maschi;87;87;87
2028;Vigentina;Femmine;73;73;73
2028;Vigentina;Maschi;67;67;67
2028;Villapizzone;Femmine;209;209;205
2028;Villapizzone;Maschi;175;172;168
2028;Vle Monza;Femmine;146;146;146
2028;Vle Monza;Maschi;141;141;141
2028;Washington;Femmine;145;145;145
2028;Washington;Maschi;108;107;107
2028;XXII Marzo;Femmine;162;162;162
2028;XXII Marzo;Maschi;133;132;132
2028;Quartieri residuali;Femmine;23;23;23
2028;Quartieri residuali;Maschi;9;10;10
2029;Adriano;Femmine;37;37;37
2029;Adriano;Maschi;52;51;51
2029;Affori;Femmine;107;106;106
2029;Affori;Maschi;107;104;103
2029;Baggio;Femmine;175;175;175
2029;Baggio;Maschi;150;151;151
2029;Bande Nere;Femmine;255;255;255
2029;Bande Nere;Maschi;192;190;189
2029;Barona;Femmine;128;127;127
2029;Barona;Maschi;97;96;96
2029;Bicocca;Femmine;17;17;17
2029;Bicocca;Maschi;12;12;12
2029;Bovisa;Femmine;49;49;49
2029;Bovisa;Maschi;51;50;50
2029;Bovisasca;Femmine;48;48;48
2029;Bovisasca;Maschi;36;36;36
2029;Brera;Femmine;82;81;81
2029;Brera;Maschi;75;75;75
2029;Bruzzano;Femmine;36;36;36
2029;Bruzzano;Maschi;50;50;50
2029;Buenos Aires - Venezia;Femmine;330;329;329
2029;Buenos Aires - Venezia;Maschi;294;294;291
2029;Centrale;Femmine;79;79;79
2029;Centrale;Maschi;71;70;70
2029;Città Studi;Femmine;193;193;193
2029;Città Studi;Maschi;160;160;160
2029;Comasina;Femmine;49;49;49
2029;Comasina;Maschi;33;34;34
2029;Corsica;Femmine;101;100;100
2029;Corsica;Maschi;81;81;81
2029;De Angeli - Monte Rosa;Femmine;104;104;104
2029;De Angeli - Monte Rosa;Maschi;84;84;84
2029;Dergano;Femmine;95;95;95
2029;Dergano;Maschi;92;92;92
2029;Duomo;Femmine;71;71;71
2029;Duomo;Maschi;66;65;65
2029;Ex OM - Morivione;Femmine;57;57;57
2029;Ex OM - Morivione;Maschi;21;21;21
2029;Farini;Femmine;5;5;5
2029;Farini;Maschi;5;5;5
2029;Forze Armate;Femmine;146;145;145
2029;Forze Armate;Maschi;130;129;129
2029;Gallaratese;Femmine;243;243;243
2029;Gallaratese;Maschi;193;193;193
2029;Garibaldi Repubblica;Femmine;26;26;26
2029;Garibaldi Repubblica;Maschi;13;13;13
2029;Ghisolfa;Femmine;80;80;80
2029;Ghisolfa;Maschi;69;69;69
2029;Giambellino;Femmine;150;148;148
2029;Giambellino;Maschi;119;118;117
2029;Gratosoglio - Ticinello;Femmine;97;98;98
2029;Gratosoglio - Ticinello;Maschi;98;99;99
2029;Greco;Femmine;65;65;65
2029;Greco;Maschi;70;68;68
2029;Guastalla;Femmine;72;70;70
2029;Guastalla;Maschi;63;63;63
2029;Isola;Femmine;98;96;96
2029;Isola;Maschi;87;86;86
2029;Lambrate;Femmine;48;47;47
2029;Lambrate;Maschi;32;32;32
2029;Lodi - Corvetto;Femmine;191;190;190
2029;Lodi - Corvetto;Maschi;164;164;164
2029;Lorenteggio;Femmine;81;81;81
2029;Lorenteggio;Maschi;71;71;71
2029;Loreto;Femmine;193;191;185
2029;Loreto;Maschi;184;183;182
2029;Maciachini - Maggiolina;Femmine;139;138;138
2029;Maciachini - Maggiolina;Maschi;114;114;114
2029;Magenta - S. Vittore;Femmine;84;84;84
2029;Magenta - S. Vittore;Maschi;67;67;67
2029;Maggiore - Musocco;Femmine;19;19;19
2029;Maggiore - Musocco;Maschi;25;25;25
2029;Mecenate;Femmine;130;130;130
2029;Mecenate;Maschi;109;109;109
2029;Navigli;Femmine;68;68;68
2029;Navigli;Maschi;57;57;57
2029;Niguarda - Cà Granda;Femmine;221;222;222
2029;Niguarda - Cà Granda;Maschi;180;179;179
2029;Ortomercato;Femmine;17;17;17
2029;Ortomercato;Maschi;9;9;9
2029;Padova;Femmine;186;180;180
2029;Padova;Maschi;154;153;152
2029;Pagano;Femmine;85;84;84
2029;Pagano;Maschi;68;67;67
2029;Parco Lambro - Cimiano;Femmine;125;125;125
2029;Parco Lambro - Cimiano;Maschi;94;94;94
2029;Parco Monlué - Ponte Lambro;Femmine;5;5;5
2029;Parco Monlué - Ponte Lambro;Maschi;2;2;2
2029;Porta Romana;Femmine;68;66;66
2029;Porta Romana;Maschi;60;60;60
2029;Portello;Femmine;41;40;40
2029;Portello;Maschi;34;34;34
2029;QT 8;Femmine;21;21;21
2029;QT 8;Maschi;14;14;14
2029;Quarto Cagnino;Femmine;38;38;38
2029;Quarto Cagnino;Maschi;43;43;43
2029;Quarto Oggiaro;Femmine;171;171;171
2029;Quarto Oggiaro;Maschi;143;143;143
2029;Quinto Romano;Femmine;19;19;19
2029;Quinto Romano;Maschi;12;12;12
2029;Ripamonti;Femmine;47;46;46
2029;Ripamonti;Maschi;56;56;56
2029;Rogoredo;Femmine;24;24;24
2029;Rogoredo;Maschi;17;17;17
2029;Ronchetto S/N;Femmine;64;64;64
2029;Ronchetto S/N;Maschi;69;69;69
2029;S. Cristoforo;Femmine;66;66;66
2029;S. Cristoforo;Maschi;60;60;60
2029;S. Siro;Femmine;46;46;46
2029;S. Siro;Maschi;56;56;56
2029;Sarpi;Femmine;140;139;138
2029;Sarpi;Maschi;108;107;107
2029;Scalo Romana;Femmine;27;25;25
2029;Scalo Romana;Maschi;35;35;35
2029;Selinunte;Femmine;130;130;130
2029;Selinunte;Maschi;96;95;95
2029;Stadera;Femmine;175;175;175
2029;Stadera;Maschi;132;131;131
2029;Tibaldi;Femmine;65;65;65
2029;Tibaldi;Maschi;61;61;61
2029;Ticinese;Femmine;78;78;78
2029;Ticinese;Maschi;72;72;72
2029;Tortona;Femmine;68;68;68
2029;Tortona;Maschi;65;64;64
2029;Trenno;Femmine;13;13;13
2029;Trenno;Maschi;15;15;15
2029;Umbria - Molise;Femmine;108;107;107
2029;Umbria - Molise;Maschi;85;85;85
2029;Vigentina;Femmine;73;73;73
2029;Vigentina;Maschi;64;64;64
2029;Villapizzone;Femmine;202;201;201
2029;Villapizzone;Maschi;174;172;169
2029;Vle Monza;Femmine;145;145;145
2029;Vle Monza;Maschi;143;143;143
2029;Washington;Femmine;143;140;140
2029;Washington;Maschi;107;104;104
2029;XXII Marzo;Femmine;159;158;158
2029;XXII Marzo;Maschi;133;131;131
2029;Quartieri residuali;Femmine;24;24;24
2029;Quartieri residuali;Maschi;11;11;11
2030;Adriano;Femmine;40;40;40
2030;Adriano;Maschi;53;52;52
2030;Affori;Femmine;107;107;107
2030;Affori;Maschi;103;100;99
2030;Baggio;Femmine;176;177;177
2030;Baggio;Maschi;147;147;147
2030;Bande Nere;Femmine;252;252;252
2030;Bande Nere;Maschi;187;187;186
2030;Barona;Femmine;130;130;130
2030;Barona;Maschi;95;95;95
2030;Bicocca;Femmine;14;14;14
2030;Bicocca;Maschi;13;12;12
2030;Bovisa;Femmine;50;50;50
2030;Bovisa;Maschi;51;49;49
2030;Bovisasca;Femmine;47;47;47
2030;Bovisasca;Maschi;40;40;40
2030;Brera;Femmine;82;82;82
2030;Brera;Maschi;73;73;73
2030;Bruzzano;Femmine;36;36;36
2030;Bruzzano;Maschi;49;49;49
2030;Buenos Aires - Venezia;Femmine;330;329;329
2030;Buenos Aires - Venezia;Maschi;296;293;290
2030;Centrale;Femmine;77;77;77
2030;Centrale;Maschi;71;71;71
2030;Città Studi;Femmine;193;192;192
2030;Città Studi;Maschi;157;157;157
2030;Comasina;Femmine;47;46;46
2030;Comasina;Maschi;36;36;36
2030;Corsica;Femmine;98;98;98
2030;Corsica;Maschi;84;84;84
2030;De Angeli - Monte Rosa;Femmine;104;103;103
2030;De Angeli - Monte Rosa;Maschi;81;81;81
2030;Dergano;Femmine;97;95;95
2030;Dergano;Maschi;95;94;94
2030;Duomo;Femmine;73;73;73
2030;Duomo;Maschi;66;63;63
2030;Ex OM - Morivione;Femmine;60;60;60
2030;Ex OM - Morivione;Maschi;24;24;24
2030;Farini;Femmine;6;6;6
2030;Farini;Maschi;6;6;6
2030;Forze Armate;Femmine;147;147;147
2030;Forze Armate;Maschi;133;131;131
2030;Gallaratese;Femmine;241;240;240
2030;Gallaratese;Maschi;186;186;186
2030;Garibaldi Repubblica;Femmine;26;26;26
2030;Garibaldi Repubblica;Maschi;14;14;14
2030;Ghisolfa;Femmine;81;81;81
2030;Ghisolfa;Maschi;70;71;71
2030;Giambellino;Femmine;146;145;145
2030;Giambellino;Maschi;118;117;116
2030;Gratosoglio - Ticinello;Femmine;97;97;97
2030;Gratosoglio - Ticinello;Maschi;99;98;98
2030;Greco;Femmine;65;65;65
2030;Greco;Maschi;67;67;67
2030;Guastalla;Femmine;73;73;73
2030;Guastalla;Maschi;63;63;63
2030;Isola;Femmine;98;97;97
2030;Isola;Maschi;89;89;89
2030;Lambrate;Femmine;45;44;44
2030;Lambrate;Maschi;31;31;31
2030;Lodi - Corvetto;Femmine;190;188;188
2030;Lodi - Corvetto;Maschi;163;163;163
2030;Lorenteggio;Femmine;81;80;80
2030;Lorenteggio;Maschi;73;74;74
2030;Loreto;Femmine;196;191;185
2030;Loreto;Maschi;183;181;180
2030;Maciachini - Maggiolina;Femmine;140;140;140
2030;Maciachini - Maggiolina;Maschi;115;113;113
2030;Magenta - S. Vittore;Femmine;80;80;80
2030;Magenta - S. Vittore;Maschi;66;66;66
2030;Maggiore - Musocco;Femmine;20;20;20
2030;Maggiore - Musocco;Maschi;28;28;28
2030;Mecenate;Femmine;128;129;129
2030;Mecenate;Maschi;104;103;103
2030;Navigli;Femmine;70;70;70
2030;Navigli;Maschi;54;54;54
2030;Niguarda - Cà Granda;Femmine;221;221;221
2030;Niguarda - Cà Granda;Maschi;182;181;181
2030;Ortomercato;Femmine;15;15;15
2030;Ortomercato;Maschi;10;10;10
2030;Padova;Femmine;183;178;177
2030;Padova;Maschi;151;148;147
2030;Pagano;Femmine;85;85;85
2030;Pagano;Maschi;66;65;65
2030;Parco Lambro - Cimiano;Femmine;122;121;121
2030;Parco Lambro - Cimiano;Maschi;93;93;93
2030;Parco Monlué - Ponte Lambro;Femmine;5;5;5
2030;Parco Monlué - Ponte Lambro;Maschi;2;2;2
2030;Porta Romana;Femmine;71;69;69
2030;Porta Romana;Maschi;59;59;59
2030;Portello;Femmine;39;38;38
2030;Portello;Maschi;35;35;35
2030;QT 8;Femmine;22;22;22
2030;QT 8;Maschi;14;14;14
2030;Quarto Cagnino;Femmine;40;40;40
2030;Quarto Cagnino;Maschi;44;44;44
2030;Quarto Oggiaro;Femmine;168;169;169
2030;Quarto Oggiaro;Maschi;144;144;144
2030;Quinto Romano;Femmine;20;19;19
2030;Quinto Romano;Maschi;11;11;11
2030;Ripamonti;Femmine;47;48;48
2030;Ripamonti;Maschi;56;56;56
2030;Rogoredo;Femmine;22;22;22
2030;Rogoredo;Maschi;17;17;17
2030;Ronchetto S/N;Femmine;62;62;62
2030;Ronchetto S/N;Maschi;69;69;69
2030;S. Cristoforo;Femmine;65;64;64
2030;S. Cristoforo;Maschi;62;63;63
2030;S. Siro;Femmine;45;45;45
2030;S. Siro;Maschi;53;53;53
2030;Sarpi;Femmine;141;140;139
2030;Sarpi;Maschi;106;103;103
2030;Scalo Romana;Femmine;25;25;25
2030;Scalo Romana;Maschi;39;39;39
2030;Selinunte;Femmine;129;129;129
2030;Selinunte;Maschi;94;93;93
2030;Stadera;Femmine;172;172;172
2030;Stadera;Maschi;129;129;129
2030;Tibaldi;Femmine;67;67;67
2030;Tibaldi;Maschi;63;63;63
2030;Ticinese;Femmine;78;78;78
2030;Ticinese;Maschi;71;71;71
2030;Tortona;Femmine;68;68;68
