Anno;Quartiere;Genere;Ipotesi_alta;Ipotesi_media;Ipotesi_bassa
2013;Tibaldi;Femmine;71;71;71
2013;Tibaldi;Maschi;61;61;61
2013;Ticinese;Femmine;95;95;95
2013;Ticinese;Maschi;87;87;87
2013;Tortona;Femmine;85;85;85
2013;Tortona;Maschi;77;77;77
2013;Trenno;Femmine;9;9;9
2013;Trenno;Maschi;18;18;18
2013;Umbria - Molise;Femmine;139;139;139
2013;Umbria - Molise;Maschi;111;111;111
2013;Vigentina;Femmine;83;83;83
2013;Vigentina;Maschi;72;72;72
2013;Villapizzone;Femmine;250;250;250
2013;Villapizzone;Maschi;205;204;204
2013;Vle Monza;Femmine;139;139;139
2013;Vle Monza;Maschi;129;129;129
2013;Washington;Femmine;174;174;174
2013;Washington;Maschi;153;153;153
2013;XXII Marzo;Femmine;198;198;198
2013;XXII Marzo;Maschi;166;166;165
2013;Quartieri residuali;Femmine;16;16;16
2013;Quartieri residuali;Maschi;8;8;8
2014;Adriano;Femmine;39;39;39
2014;Adriano;Maschi;41;41;41
2014;Affori;Femmine;99;99;99
2014;Affori;Maschi;101;101;100
2014;Baggio;Femmine;175;175;175
2014;Baggio;Maschi;163;163;163
2014;Bande Nere;Femmine;349;349;349
2014;Bande Nere;Maschi;293;293;293
2014;Barona;Femmine;114;114;114
2014;Barona;Maschi;96;96;96
2014;Bicocca;Femmine;22;22;22
2014;Bicocca;Maschi;20;20;20
2014;Bovisa;Femmine;54;54;54
2014;Bovisa;Maschi;50;50;50
2014;Bovisasca;Femmine;43;43;43
2014;Bovisasca;Maschi;42;42;42
2014;Brera;Femmine;96;96;96
2014;Brera;Maschi;89;89;89
2014;Bruzzano;Femmine;44;44;44
2014;Bruzzano;Maschi;52;52;52
2014;Buenos Aires - Venezia;Femmine;376;376;376
2014;Buenos Aires - Venezia;Maschi;337;337;337
2014;Centrale;Femmine;88;88;88
2014;Centrale;Maschi;77;77;77
2014;Città Studi;Femmine;259;258;258
2014;Città Studi;Maschi;200;200;200
2014;Comasina;Femmine;47;46;46
2014;Comasina;Maschi;40;40;40
2014;Corsica;Femmine;125;125;125
2014;Corsica;Maschi;101;101;101
2014;De Angeli - Monte Rosa;Femmine;135;135;135
2014;De Angeli - Monte Rosa;Maschi;123;123;123
2014;Dergano;Femmine;83;83;83
2014;Dergano;Maschi;87;87;87
2014;Duomo;Femmine;84;83;83
2014;Duomo;Maschi;80;80;80
2014;Ex OM - Morivione;Femmine;52;52;52
2014;Ex OM - Morivione;Maschi;25;25;25
2014;Farini;Femmine;7;7;7
2014;Farini;Maschi;6;6;6
2014;Forze Armate;Femmine;140;140;140
2014;Forze Armate;Maschi;121;121;121
2014;Gallaratese;Femmine;234;234;234
2014;Gallaratese;Maschi;245;245;245
2014;Garibaldi Repubblica;Femmine;26;26;26
2014;Garibaldi Repubblica;Maschi;16;16;16
2014;Ghisolfa;Femmine;103;103;103
2014;Ghisolfa;Maschi;83;83;83
2014;Giambellino;Femmine;181;181;181
2014;Giambellino;Maschi;152;152;152
2014;Gratosoglio - Ticinello;Femmine;99;99;99
2014;Gratosoglio - Ticinello;Maschi;117;117;117
2014;Greco;Femmine;84;84;84
2014;Greco;Maschi;74;74;74
2014;Guastalla;Femmine;83;83;83
2014;Guastalla;Maschi;76;76;76
2014;Isola;Femmine;114;114;114
2014;Isola;Maschi;95;95;95
2014;Lambrate;Femmine;48;48;48
2014;Lambrate;Maschi;43;43;43
2014;Lodi - Corvetto;Femmine;240;240;239
2014;Lodi - Corvetto;Maschi;197;195;195
2014;Lorenteggio;Femmine;99;99;99
2014;Lorenteggio;Maschi;83;83;83
2014;Loreto;Femmine;217;217;217
2014;Loreto;Maschi;192;192;192
2014;Maciachini - Maggiolina;Femmine;168;168;168
2014;Maciachini - Maggiolina;Maschi;131;131;131
2014;Magenta - S. Vittore;Femmine;95;95;95
2014;Magenta - S. Vittore;Maschi;81;81;81
2014;Maggiore - Musocco;Femmine;21;21;21
2014;Maggiore - Musocco;Maschi;27;27;27
2014;Mecenate;Femmine;142;142;142
2014;Mecenate;Maschi;138;138;138
2014;Navigli;Femmine;82;82;82
2014;Navigli;Maschi;65;65;65
2014;Niguarda - Cà Granda;Femmine;246;246;246
2014;Niguarda - Cà Granda;Maschi;217;217;217
2014;Ortomercato;Femmine;23;23;23
2014;Ortomercato;Maschi;18;18;18
2014;Padova;Femmine;207;207;207
2014;Padova;Maschi;189;189;189
2014;Pagano;Femmine;98;98;98
2014;Pagano;Maschi;87;87;87
2014;Parco Lambro - Cimiano;Femmine;151;151;151
2014;Parco Lambro - Cimiano;Maschi;129;129;129
2014;Parco Monlué - Ponte Lambro;Femmine;5;5;5
2014;Parco Monlué - Ponte Lambro;Maschi;7;7;7
2014;Porta Romana;Femmine;81;81;81
2014;Porta Romana;Maschi;66;66;66
2014;Portello;Femmine;54;54;54
2014;Portello;Maschi;47;47;47
2014;QT 8;Femmine;32;32;32
2014;QT 8;Maschi;22;22;22
2014;Quarto Cagnino;Femmine;39;39;39
2014;Quarto Cagnino;Maschi;47;47;47
2014;Quarto Oggiaro;Femmine;189;189;189
2014;Quarto Oggiaro;Maschi;159;159;158
2014;Quinto Romano;Femmine;17;17;17
2014;Quinto Romano;Maschi;18;18;18
2014;Ripamonti;Femmine;60;60;60
2014;Ripamonti;Maschi;63;63;63
2014;Rogoredo;Femmine;25;25;25
2014;Rogoredo;Maschi;28;27;27
2014;Ronchetto S/N;Femmine;68;68;68
2014;Ronchetto S/N;Maschi;78;78;78
2014;S. Cristoforo;Femmine;60;60;60
2014;S. Cristoforo;Maschi;57;57;57
2014;S. Siro;Femmine;57;57;57
2014;S. Siro;Maschi;63;63;63
2014;Sarpi;Femmine;170;170;170
2014;Sarpi;Maschi;144;144;144
2014;Scalo Romana;Femmine;31;31;31
2014;Scalo Romana;Maschi;40;40;40
2014;Selinunte;Femmine;168;168;168
2014;Selinunte;Maschi;118;118;118
2014;Stadera;Femmine;166;166;166
2014;Stadera;Maschi;153;153;153
2014;Tibaldi;Femmine;72;72;72
2014;Tibaldi;Maschi;57;57;57
2014;Ticinese;Femmine;97;97;97
2014;Ticinese;Maschi;86;86;86
2014;Tortona;Femmine;85;85;85
2014;Tortona;Maschi;73;73;73
2014;Trenno;Femmine;10;10;10
2014;Trenno;Maschi;18;18;18
2014;Umbria - Molise;Femmine;137;137;137
2014;Umbria - Molise;Maschi;106;106;106
2014;Vigentina;Femmine;80;80;80
2014;Vigentina;Maschi;70;70;70
2014;Villapizzone;Femmine;249;249;249
2014;Villapizzone;Maschi;200;200;200
2014;Vle Monza;Femmine;138;138;138
2014;Vle Monza;Maschi;130;129;129
2014;Washington;Femmine;176;175;175
2014;Washington;Maschi;146;146;146
2014;XXII Marzo;Femmine;193;193;193
2014;XXII Marzo;Maschi;162;161;161
2014;Quartieri residuali;Femmine;14;14;14
2014;Quartieri residuali;Maschi;7;7;7
2015;Adriano;Femmine;37;37;37
2015;Adriano;Maschi;38;38;38
2015;Affori;Femmine;103;103;103
2015;Affori;Maschi;101;101;100
2015;Baggio;Femmine;172;172;172
2015;Baggio;Maschi;163;163;163
2015;Bande Nere;Femmine;339;339;339
2015;Bande Nere;Maschi;283;283;283
2015;Barona;Femmine;110;110;110
2015;Barona;Maschi;99;99;99
2015;Bicocca;Femmine;21;21;21
2015;Bicocca;Maschi;18;18;18
2015;Bovisa;Femmine;51;51;51
2015;Bovisa;Maschi;48;48;48
2015;Bovisasca;Femmine;42;42;42
2015;Bovisasca;Maschi;40;40;40
2015;Brera;Femmine;92;92;92
2015;Brera;Maschi;86;85;85
2015;Bruzzano;Femmine;45;45;45
2015;Bruzzano;Maschi;54;54;54
2015;Buenos Aires - Venezia;Femmine;370;370;370
2015;Buenos Aires - Venezia;Maschi;332;332;332
2015;Centrale;Femmine;85;85;85
2015;Centrale;Maschi;72;72;72
2015;Città Studi;Femmine;251;250;250
2015;Città Studi;Maschi;194;194;194
2015;Comasina;Femmine;47;47;47
2015;Comasina;Maschi;38;39;39
2015;Corsica;Femmine;124;124;124
2015;Corsica;Maschi;100;100;100
2015;De Angeli - Monte Rosa;Femmine;130;130;130
2015;De Angeli - Monte Rosa;Maschi;119;119;119
2015;Dergano;Femmine;84;84;84
2015;Dergano;Maschi;86;86;86
2015;Duomo;Femmine;81;81;81
2015;Duomo;Maschi;78;78;78
2015;Ex OM - Morivione;Femmine;52;52;52
2015;Ex OM - Morivione;Maschi;28;28;28
2015;Farini;Femmine;6;6;6
2015;Farini;Maschi;6;6;6
2015;Forze Armate;Femmine;137;137;137
2015;Forze Armate;Maschi;123;123;123
2015;Gallaratese;Femmine;233;233;233
2015;Gallaratese;Maschi;246;246;246
2015;Garibaldi Repubblica;Femmine;29;29;29
2015;Garibaldi Repubblica;Maschi;15;15;15
2015;Ghisolfa;Femmine;100;100;100
2015;Ghisolfa;Maschi;81;81;81
2015;Giambellino;Femmine;179;179;179
2015;Giambellino;Maschi;149;149;149
2015;Gratosoglio - Ticinello;Femmine;102;102;102
2015;Gratosoglio - Ticinello;Maschi;115;115;115
2015;Greco;Femmine;83;83;83
2015;Greco;Maschi;75;75;75
2015;Guastalla;Femmine;82;82;82
2015;Guastalla;Maschi;75;75;75
2015;Isola;Femmine;111;111;111
2015;Isola;Maschi;92;92;92
2015;Lambrate;Femmine;50;50;50
2015;Lambrate;Maschi;43;43;43
2015;Lodi - Corvetto;Femmine;239;239;238
2015;Lodi - Corvetto;Maschi;190;189;189
2015;Lorenteggio;Femmine;99;99;99
2015;Lorenteggio;Maschi;80;80;80
2015;Loreto;Femmine;214;213;213
2015;Loreto;Maschi;186;185;185
2015;Maciachini - Maggiolina;Femmine;166;166;166
2015;Maciachini - Maggiolina;Maschi;128;128;128
2015;Magenta - S. Vittore;Femmine;92;92;92
2015;Magenta - S. Vittore;Maschi;77;77;77
2015;Maggiore - Musocco;Femmine;21;21;21
2015;Maggiore - Musocco;Maschi;25;25;25
2015;Mecenate;Femmine;141;141;141
2015;Mecenate;Maschi;136;136;136
2015;Navigli;Femmine;80;80;80
2015;Navigli;Maschi;61;61;61
2015;Niguarda - Cà Granda;Femmine;244;245;245
2015;Niguarda - Cà Granda;Maschi;215;215;215
2015;Ortomercato;Femmine;22;22;22
2015;Ortomercato;Maschi;17;17;17
2015;Padova;Femmine;204;203;203
2015;Padova;Maschi;183;183;183
2015;Pagano;Femmine;94;94;94
2015;Pagano;Maschi;82;82;82
2015;Parco Lambro - Cimiano;Femmine;148;148;148
2015;Parco Lambro - Cimiano;Maschi;122;122;122
2015;Parco Monlué - Ponte Lambro;Femmine;6;6;6
2015;Parco Monlué - Ponte Lambro;Maschi;7;7;7
2015;Porta Romana;Femmine;79;79;79
2015;Porta Romana;Maschi;67;67;67
2015;Portello;Femmine;52;52;52
2015;Portello;Maschi;46;47;47
2015;QT 8;Femmine;32;32;32
2015;QT 8;Maschi;21;21;21
2015;Quarto Cagnino;Femmine;40;40;40
2015;Quarto Cagnino;Maschi;45;45;45
2015;Quarto Oggiaro;Femmine;185;185;185
2015;Quarto Oggiaro;Maschi;159;158;158
2015;Quinto Romano;Femmine;17;17;17
2015;Quinto Romano;Maschi;17;17;17
2015;Ripamonti;Femmine;60;60;60
2015;Ripamonti;Maschi;61;61;61
2015;Rogoredo;Femmine;26;26;26
2015;Rogoredo;Maschi;26;26;26
2015;Ronchetto S/N;Femmine;71;71;71
2015;Ronchetto S/N;Maschi;79;79;79
2015;S. Cristoforo;Femmine;63;63;63
2015;S. Cristoforo;Maschi;57;57;57
2015;S. Siro;Femmine;56;56;56
2015;S. Siro;Maschi;62;62;62
2015;Sarpi;Femmine;170;170;170
2015;Sarpi;Maschi;139;139;138
2015;Scalo Romana;Femmine;30;30;30
2015;Scalo Romana;Maschi;40;40;40
2015;Selinunte;Femmine;165;165;165
2015;Selinunte;Maschi;116;116;116
2015;Stadera;Femmine;168;168;168
2015;Stadera;Maschi;151;151;151
2015;Tibaldi;Femmine;70;70;70
2015;Tibaldi;Maschi;60;60;60
2015;Ticinese;Femmine;88;88;88
2015;Ticinese;Maschi;88;88;88
2015;Tortona;Femmine;82;82;82
2015;Tortona;Maschi;74;74;74
2015;Trenno;Femmine;10;10;10
2015;Trenno;Maschi;21;21;21
2015;Umbria - Molise;Femmine;132;132;132
2015;Umbria - Molise;Maschi;108;108;108
2015;Vigentina;Femmine;81;81;81
2015;Vigentina;Maschi;70;70;70
2015;Villapizzone;Femmine;242;242;242
2015;Villapizzone;Maschi;199;199;199
2015;Vle Monza;Femmine;138;138;138
2015;Vle Monza;Maschi;133;133;133
2015;Washington;Femmine;170;170;170
2015;Washington;Maschi;143;143;143
2015;XXII Marzo;Femmine;191;191;191
2015;XXII Marzo;Maschi;158;157;157
2015;Quartieri residuali;Femmine;16;16;16
2015;Quartieri residuali;Maschi;8;8;8
2016;Adriano;Femmine;37;37;37
2016;Adriano;Maschi;40;40;40
2016;Affori;Femmine;100;100;100
2016;Affori;Maschi;104;104;103
2016;Baggio;Femmine;172;172;172
2016;Baggio;Maschi;167;167;167
2016;Bande Nere;Femmine;331;331;330
2016;Bande Nere;Maschi;278;277;277
2016;Barona;Femmine;112;112;112
2016;Barona;Maschi;98;98;98
2016;Bicocca;Femmine;20;20;20
2016;Bicocca;Maschi;19;19;19
2016;Bovisa;Femmine;50;50;50
2016;Bovisa;Maschi;45;45;45
2016;Bovisasca;Femmine;44;44;44
2016;Bovisasca;Maschi;41;41;41
2016;Brera;Femmine;90;89;89
2016;Brera;Maschi;84;84;84
2016;Bruzzano;Femmine;44;43;43
2016;Bruzzano;Maschi;52;52;52
2016;Buenos Aires - Venezia;Femmine;363;363;363
2016;Buenos Aires - Venezia;Maschi;326;326;326
2016;Centrale;Femmine;85;84;84
2016;Centrale;Maschi;74;74;74
2016;Città Studi;Femmine;244;243;243
2016;Città Studi;Maschi;189;189;189
2016;Comasina;Femmine;48;48;48
2016;Comasina;Maschi;37;37;37
2016;Corsica;Femmine;124;124;124
2016;Corsica;Maschi;102;102;102
2016;De Angeli - Monte Rosa;Femmine;127;127;127
2016;De Angeli - Monte Rosa;Maschi;109;109;109
2016;Dergano;Femmine;86;86;86
2016;Dergano;Maschi;89;87;87
2016;Duomo;Femmine;79;79;79
2016;Duomo;Maschi;78;78;78
2016;Ex OM - Morivione;Femmine;52;52;52
2016;Ex OM - Morivione;Maschi;27;26;26
2016;Farini;Femmine;6;6;6
2016;Farini;Maschi;7;7;7
2016;Forze Armate;Femmine;138;138;138
2016;Forze Armate;Maschi;125;125;125
2016;Gallaratese;Femmine;236;236;236
2016;Gallaratese;Maschi;245;245;245
2016;Garibaldi Repubblica;Femmine;28;28;28
2016;Garibaldi Repubblica;Maschi;14;15;15
2016;Ghisolfa;Femmine;100;100;100
2016;Ghisolfa;Maschi;81;81;81
2016;Giambellino;Femmine;178;178;178
2016;Giambellino;Maschi;146;146;146
2016;Gratosoglio - Ticinello;Femmine;98;98;98
2016;Gratosoglio - Ticinello;Maschi;114;114;114
2016;Greco;Femmine;81;81;81
2016;Greco;Maschi;74;74;74
2016;Guastalla;Femmine;81;81;81
2016;Guastalla;Maschi;72;72;72
2016;Isola;Femmine;108;107;107
2016;Isola;Maschi;95;95;95
2016;Lambrate;Femmine;51;51;51
2016;Lambrate;Maschi;41;41;41
2016;Lodi - Corvetto;Femmine;235;235;234
2016;Lodi - Corvetto;Maschi;190;190;190
2016;Lorenteggio;Femmine;98;98;98
2016;Lorenteggio;Maschi;79;79;79
2016;Loreto;Femmine;210;209;209
2016;Loreto;Maschi;185;185;185
2016;Maciachini - Maggiolina;Femmine;159;159;159
2016;Maciachini - Maggiolina;Maschi;128;128;128
2016;Magenta - S. Vittore;Femmine;91;91;91
2016;Magenta - S. Vittore;Maschi;80;80;80
2016;Maggiore - Musocco;Femmine;21;21;21
2016;Maggiore - Musocco;Maschi;27;27;27
2016;Mecenate;Femmine;141;141;141
2016;Mecenate;Maschi;133;133;133
2016;Navigli;Femmine;80;80;80
2016;Navigli;Maschi;62;62;62
2016;Niguarda - Cà Granda;Femmine;244;244;244
2016;Niguarda - Cà Granda;Maschi;212;212;212
2016;Ortomercato;Femmine;20;20;20
2016;Ortomercato;Maschi;17;17;17
2016;Padova;Femmine;199;199;199
2016;Padova;Maschi;181;181;181
2016;Pagano;Femmine;93;93;93
2016;Pagano;Maschi;82;82;82
2016;Parco Lambro - Cimiano;Femmine;146;147;147
2016;Parco Lambro - Cimiano;Maschi;122;122;122
2016;Parco Monlué - Ponte Lambro;Femmine;6;6;6
2016;Parco Monlué - Ponte Lambro;Maschi;6;7;7
2016;Porta Romana;Femmine;75;76;76
2016;Porta Romana;Maschi;65;65;65
2016;Portello;Femmine;51;51;51
2016;Portello;Maschi;45;45;45
2016;QT 8;Femmine;31;31;31
2016;QT 8;Maschi;21;21;21
2016;Quarto Cagnino;Femmine;41;41;41
2016;Quarto Cagnino;Maschi;46;46;46
2016;Quarto Oggiaro;Femmine;186;186;186
2016;Quarto Oggiaro;Maschi;155;154;154
2016;Quinto Romano;Femmine;18;18;18
2016;Quinto Romano;Maschi;18;18;18
2016;Ripamonti;Femmine;57;57;57
2016;Ripamonti;Maschi;63;63;63
2016;Rogoredo;Femmine;26;26;26
2016;Rogoredo;Maschi;25;25;25
2016;Ronchetto S/N;Femmine;69;69;69
2016;Ronchetto S/N;Maschi;77;76;76
2016;S. Cristoforo;Femmine;61;61;61
2016;S. Cristoforo;Maschi;59;59;59
2016;S. Siro;Femmine;55;55;55
2016;S. Siro;Maschi;63;63;63
2016;Sarpi;Femmine;166;166;166
2016;Sarpi;Maschi;136;136;135
2016;Scalo Romana;Femmine;30;30;30
2016;Scalo Romana;Maschi;39;39;39
2016;Selinunte;Femmine;162;161;161
2016;Selinunte;Maschi;116;116;116
2016;Stadera;Femmine;171;170;170
2016;Stadera;Maschi;153;153;153
2016;Tibaldi;Femmine;68;68;68
2016;Tibaldi;Maschi;59;59;59
2016;Ticinese;Femmine;89;89;89
2016;Ticinese;Maschi;85;85;85
2016;Tortona;Femmine;79;79;79
2016;Tortona;Maschi;76;76;76
2016;Trenno;Femmine;13;13;13
2016;Trenno;Maschi;18;18;18
2016;Umbria - Molise;Femmine;130;130;130
2016;Umbria - Molise;Maschi;108;108;108
2016;Vigentina;Femmine;79;79;79
2016;Vigentina;Maschi;69;69;69
2016;Villapizzone;Femmine;241;241;241
2016;Villapizzone;Maschi;197;195;195
2016;Vle Monza;Femmine;136;136;136
2016;Vle Monza;Maschi;132;132;132
2016;Washington;Femmine;169;169;169
2016;Washington;Maschi;139;139;139
2016;XXII Marzo;Femmine;185;185;185
2016;XXII Marzo;Maschi;157;156;156
2016;Quartieri residuali;Femmine;14;14;14
2016;Quartieri residuali;Maschi;7;7;7
2017;Adriano;Femmine;36;36;36
2017;Adriano;Maschi;41;41;41
2017;Affori;Femmine;106;106;106
2017;Affori;Maschi;102;102;101
2017;Baggio;Femmine;173;172;172
2017;Baggio;Maschi;164;164;164
2017;Bande Nere;Femmine;324;324;323
2017;Bande Nere;Maschi;270;269;269
2017;Barona;Femmine;115;115;115
2017;Barona;Maschi;99;99;99
2017;Bicocca;Femmine;21;21;21
2017;Bicocca;Maschi;18;18;18
2017;Bovisa;Femmine;53;53;53
2017;Bovisa;Maschi;47;47;47
2017;Bovisasca;Femmine;43;43;43
2017;Bovisasca;Maschi;41;41;41
2017;Brera;Femmine;88;88;88
2017;Brera;Maschi;82;82;82
2017;Bruzzano;Femmine;41;41;41
2017;Bruzzano;Maschi;50;50;50
2017;Buenos Aires - Venezia;Femmine;358;358;358
2017;Buenos Aires - Venezia;Maschi;321;320;320
2017;Centrale;Femmine;84;84;84
2017;Centrale;Maschi;75;75;75
2017;Città Studi;Femmine;244;243;243
2017;Città Studi;Maschi;183;183;183
2017;Comasina;Femmine;46;46;46
2017;Comasina;Maschi;38;38;38
2017;Corsica;Femmine;124;124;124
2017;Corsica;Maschi;101;101;101
2017;De Angeli - Monte Rosa;Femmine;125;125;125
2017;De Angeli - Monte Rosa;Maschi;105;105;105
2017;Dergano;Femmine;87;87;87
2017;Dergano;Maschi;89;88;88
2017;Duomo;Femmine;78;78;78
2017;Duomo;Maschi;75;75;75
2017;Ex OM - Morivione;Femmine;50;50;50
2017;Ex OM - Morivione;Maschi;26;26;26
2017;Farini;Femmine;7;7;7
2017;Farini;Maschi;7;7;7
2017;Forze Armate;Femmine;140;140;140
2017;Forze Armate;Maschi;124;124;124
2017;Gallaratese;Femmine;239;239;239
2017;Gallaratese;Maschi;243;242;242
2017;Garibaldi Repubblica;Femmine;26;26;26
2017;Garibaldi Repubblica;Maschi;16;16;16
2017;Ghisolfa;Femmine;95;95;95
2017;Ghisolfa;Maschi;78;78;78
2017;Giambellino;Femmine;179;179;179
2017;Giambellino;Maschi;142;142;142
2017;Gratosoglio - Ticinello;Femmine;101;101;101
2017;Gratosoglio - Ticinello;Maschi;114;114;114
2017;Greco;Femmine;78;78;78
2017;Greco;Maschi;71;71;71
2017;Guastalla;Femmine;76;76;76
2017;Guastalla;Maschi;71;71;71
2017;Isola;Femmine;112;112;112
2017;Isola;Maschi;94;94;94
2017;Lambrate;Femmine;51;51;51
2017;Lambrate;Maschi;39;39;39
2017;Lodi - Corvetto;Femmine;233;232;231
2017;Lodi - Corvetto;Maschi;186;185;185
2017;Lorenteggio;Femmine;97;97;97
2017;Lorenteggio;Maschi;78;78;78
2017;Loreto;Femmine;211;211;211
2017;Loreto;Maschi;184;184;184
2017;Maciachini - Maggiolina;Femmine;162;162;162
2017;Maciachini - Maggiolina;Maschi;123;123;123
2017;Magenta - S. Vittore;Femmine;91;91;91
2017;Magenta - S. Vittore;Maschi;76;76;76
2017;Maggiore - Musocco;Femmine;20;20;20
2017;Maggiore - Musocco;Maschi;27;27;27
2017;Mecenate;Femmine;142;142;142
2017;Mecenate;Maschi;133;133;133
2017;Navigli;Femmine;80;80;80
2017;Navigli;Maschi;62;62;62
2017;Niguarda - Cà Granda;Femmine;240;240;240
2017;Niguarda - Cà Granda;Maschi;211;211;210
2017;Ortomercato;Femmine;20;20;20
2017;Ortomercato;Maschi;15;15;15
2017;Padova;Femmine;202;202;202
2017;Padova;Maschi;178;178;178
2017;Pagano;Femmine;92;92;92
2017;Pagano;Maschi;80;80;80
2017;Parco Lambro - Cimiano;Femmine;147;147;147
2017;Parco Lambro - Cimiano;Maschi;121;122;122
2017;Parco Monlué - Ponte Lambro;Femmine;6;6;6
2017;Parco Monlué - Ponte Lambro;Maschi;5;5;5
2017;Porta Romana;Femmine;76;76;76
2017;Porta Romana;Maschi;66;65;65
2017;Portello;Femmine;52;52;52
2017;Portello;Maschi;43;43;43
2017;QT 8;Femmine;29;30;30
2017;QT 8;Maschi;21;21;21
2017;Quarto Cagnino;Femmine;40;40;40
2017;Quarto Cagnino;Maschi;46;46;46
2017;Quarto Oggiaro;Femmine;189;189;189
2017;Quarto Oggiaro;Maschi;160;159;159
2017;Quinto Romano;Femmine;19;19;19
2017;Quinto Romano;Maschi;15;15;15
2017;Ripamonti;Femmine;57;57;57
2017;Ripamonti;Maschi;64;64;64
2017;Rogoredo;Femmine;25;25;25
2017;Rogoredo;Maschi;23;23;23
2017;Ronchetto S/N;Femmine;71;70;70
2017;Ronchetto S/N;Maschi;77;77;77
2017;S. Cristoforo;Femmine;61;61;61
2017;S. Cristoforo;Maschi;58;58;58
2017;S. Siro;Femmine;55;55;55
2017;S. Siro;Maschi;60;60;60
2017;Sarpi;Femmine;168;168;168
2017;Sarpi;Maschi;134;134;133
2017;Scalo Romana;Femmine;30;30;30
2017;Scalo Romana;Maschi;39;39;39
2017;Selinunte;Femmine;160;159;159
2017;Selinunte;Maschi;110;110;110
2017;Stadera;Femmine;173;173;173
2017;Stadera;Maschi;150;150;150
2017;Tibaldi;Femmine;70;70;70
2017;Tibaldi;Maschi;58;58;58
2017;Ticinese;Femmine;87;87;87
2017;Ticinese;Maschi;83;83;83
2017;Tortona;Femmine;76;76;76
2017;Tortona;Maschi;73;73;73
2017;Trenno;Femmine;11;11;11
2017;Trenno;Maschi;18;18;18
2017;Umbria - Molise;Femmine;132;132;132
2017;Umbria - Molise;Maschi;105;105;105
2017;Vigentina;Femmine;79;79;79
2017;Vigentina;Maschi;68;68;68
2017;Villapizzone;Femmine;239;239;239
2017;Villapizzone;Maschi;192;190;190
2017;Vle Monza;Femmine;138;138;138
2017;Vle Monza;Maschi;134;132;132
2017;Washington;Femmine;165;165;165
2017;Washington;Maschi;134;133;133
2017;XXII Marzo;Femmine;185;185;185
2017;XXII Marzo;Maschi;151;150;150
2017;Quartieri residuali;Femmine;16;16;16
2017;Quartieri residuali;Maschi;8;7;7
2018;Adriano;Femmine;38;38;38
2018;Adriano;Maschi;43;43;43
2018;Affori;Femmine;106;105;105
2018;Affori;Maschi;103;102;101
2018;Baggio;Femmine;175;175;175
2018;Baggio;Maschi;165;165;165
2018;Bande Nere;Femmine;315;315;314
2018;Bande Nere;Maschi;261;262;262
2018;Barona;Femmine;114;114;114
2018;Barona;Maschi;101;101;101
2018;Bicocca;Femmine;19;19;19
2018;Bicocca;Maschi;17;17;17
2018;Bovisa;Femmine;52;52;52
2018;Bovisa;Maschi;46;46;46
2018;Bovisasca;Femmine;43;43;43
2018;Bovisasca;Maschi;39;39;39
2018;Brera;Femmine;88;88;88
2018;Brera;Maschi;82;81;81
2018;Bruzzano;Femmine;42;42;42
2018;Bruzzano;Maschi;51;51;51
2018;Buenos Aires - Venezia;Femmine;350;350;350
2018;Buenos Aires - Venezia;Maschi;318;317;317
2018;Centrale;Femmine;80;80;80
2018;Centrale;Maschi;75;74;74
2018;Città Studi;Femmine;239;239;239
2018;Città Studi;Maschi;185;184;184
2018;Comasina;Femmine;48;48;48
2018;Comasina;Maschi;38;38;38
2018;Corsica;Femmine;121;121;121
2018;Corsica;Maschi;100;99;99
2018;De Angeli - Monte Rosa;Femmine;121;121;121
2018;De Angeli - Monte Rosa;Maschi;101;101;101
2018;Dergano;Femmine;90;90;90
2018;Dergano;Maschi;91;91;91
2018;Duomo;Femmine;77;77;77
2018;Duomo;Maschi;77;77;77
2018;Ex OM - Morivione;Femmine;51;51;51
2018;Ex OM - Morivione;Maschi;27;26;26
2018;Farini;Femmine;7;7;7
2018;Farini;Maschi;7;7;7
2018;Forze Armate;Femmine;141;141;141
2018;Forze Armate;Maschi;125;125;125
2018;Gallaratese;Femmine;241;241;241
2018;Gallaratese;Maschi;241;241;241
2018;Garibaldi Repubblica;Femmine;26;26;26
2018;Garibaldi Repubblica;Maschi;16;15;15
2018;Ghisolfa;Femmine;92;92;92
2018;Ghisolfa;Maschi;77;76;76
2018;Giambellino;Femmine;176;176;176
2018;Giambellino;Maschi;137;137;137
2018;Gratosoglio - Ticinello;Femmine;97;97;97
2018;Gratosoglio - Ticinello;Maschi;110;112;112
2018;Greco;Femmine;78;78;78
2018;Greco;Maschi;72;73;73
2018;Guastalla;Femmine;74;74;74
2018;Guastalla;Maschi;71;70;70
2018;Isola;Femmine;107;107;107
2018;Isola;Maschi;94;94;94
2018;Lambrate;Femmine;50;50;50
2018;Lambrate;Maschi;38;38;38
2018;Lodi - Corvetto;Femmine;226;226;225
2018;Lodi - Corvetto;Maschi;187;186;186
2018;Lorenteggio;Femmine;92;92;92
2018;Lorenteggio;Maschi;79;79;79
2018;Loreto;Femmine;207;207;207
2018;Loreto;Maschi;185;185;185
2018;Maciachini - Maggiolina;Femmine;163;163;163
2018;Maciachini - Maggiolina;Maschi;130;130;130
2018;Magenta - S. Vittore;Femmine;88;88;88
2018;Magenta - S. Vittore;Maschi;73;73;73
2018;Maggiore - Musocco;Femmine;22;22;22
2018;Maggiore - Musocco;Maschi;24;24;24
