Anno evento;Genere;Eta decesso;Cittadinanza;Luogo residenza;Numerosità
2005;Maschi;57;Egitto;Milano;1
2005;Maschi;57;Italia;Altro comune italiano;34
2005;Maschi;57;Italia;Milano;47
2005;Maschi;58;Italia;Altro comune italiano;29
2005;Maschi;58;Italia;Milano;43
2005;Maschi;59;Italia;Altro comune italiano;22
2005;Maschi;59;Italia;Estero;1
2005;Maschi;59;Italia;Milano;47
2005;Maschi;60;Italia;Altro comune italiano;19
2005;Maschi;60;Italia;Milano;60
2005;Maschi;61;Albania;Milano;1
2005;Maschi;61;Filippine;Milano;1
2005;Maschi;61;Italia;Altro comune italiano;29
2005;Maschi;61;Italia;Milano;65
2005;Maschi;61;Jugoslavia;Milano;1
2005;Maschi;62;Italia;Altro comune italiano;31
2005;Maschi;62;Italia;Estero;1
2005;Maschi;62;Italia;Milano;64
2005;Maschi;62;Spagna;Milano;1
2005;Maschi;63;Eritrea;Milano;1
2005;Maschi;63;Italia;Altro comune italiano;26
2005;Maschi;63;Italia;Milano;60
2005;Maschi;63;Sri Lanka (ex Ceylon);Milano;1
2005;Maschi;64;Italia;Altro comune italiano;27
2005;Maschi;64;Italia;Milano;64
2005;Maschi;64;Jugoslavia;Estero;1
2005;Maschi;64;Svizzera;Milano;1
2005;Maschi;65;Germania;Milano;1
2005;Maschi;65;Italia;Altro comune italiano;25
2005;Maschi;65;Italia;Milano;87
2005;Maschi;65;Marocco;Estero;1
2005;Maschi;65;Marocco;Milano;1
2005;Maschi;65;Regno Unito;Estero;1
2005;Maschi;66;Italia;Altro comune italiano;41
2005;Maschi;66;Italia;Milano;83
2005;Maschi;66;Libia;Estero;1
2005;Maschi;66;Senegal;Milano;1
2005;Maschi;66;Svizzera;Milano;1
2005;Maschi;67;Italia;Altro comune italiano;40
2005;Maschi;67;Italia;Milano;94
2005;Maschi;68;Filippine;Milano;1
2005;Maschi;68;Italia;Altro comune italiano;33
2005;Maschi;68;Italia;Milano;102
2005;Maschi;69;Germania;Milano;1
2005;Maschi;69;Italia;Altro comune italiano;24
2005;Maschi;69;Italia;Milano;91
2005;Maschi;70;Bulgaria;Estero;1
2005;Maschi;70;Italia;Altro comune italiano;33
2005;Maschi;70;Italia;Milano;122
2005;Maschi;70;Romania;Milano;1
2005;Maschi;71;Iran;Milano;1
2005;Maschi;71;Italia;Altro comune italiano;29
2005;Maschi;71;Italia;Milano;122
2005;Maschi;72;Eritrea;Estero;1
2005;Maschi;72;Italia;Altro comune italiano;39
2005;Maschi;72;Italia;Estero;1
2005;Maschi;72;Italia;Milano;93
2005;Maschi;73;Italia;Altro comune italiano;40
2005;Maschi;73;Italia;Milano;170
2005;Maschi;74;Italia;Altro comune italiano;41
2005;Maschi;74;Italia;Milano;168
2005;Maschi;74;Regno Unito;Altro comune italiano;1
2005;Maschi;75;Italia;Altro comune italiano;31
2005;Maschi;75;Italia;Milano;177
2005;Maschi;76;Italia;Altro comune italiano;25
2005;Maschi;76;Italia;Estero;1
2005;Maschi;76;Italia;Milano;168
2005;Maschi;77;Italia;Altro comune italiano;30
2005;Maschi;77;Italia;Milano;180
2005;Maschi;78;Italia;Altro comune italiano;29
2005;Maschi;78;Italia;Milano;172
2005;Maschi;79;Italia;Altro comune italiano;36
2005;Maschi;79;Italia;Estero;2
2005;Maschi;79;Italia;Milano;188
2005;Maschi;79;Svizzera;Estero;1
2005;Maschi;80;Italia;Altro comune italiano;23
2005;Maschi;80;Italia;Estero;1
2005;Maschi;80;Italia;Milano;184
2005;Maschi;81;Italia;Altro comune italiano;28
2005;Maschi;81;Italia;Milano;191
2005;Maschi;82;Italia;Altro comune italiano;25
2005;Maschi;82;Italia;Milano;204
2005;Maschi;83;Italia;Altro comune italiano;34
2005;Maschi;83;Italia;Estero;1
2005;Maschi;83;Italia;Milano;206
2005;Maschi;84;Italia;Altro comune italiano;21
2005;Maschi;84;Italia;Milano;186
2005;Maschi;85;Italia;Altro comune italiano;19
2005;Maschi;85;Italia;Milano;154
2005;Maschi;86;Italia;Altro comune italiano;9
2005;Maschi;86;Italia;Estero;1
2005;Maschi;86;Italia;Milano;88
2005;Maschi;87;Italia;Altro comune italiano;4
2005;Maschi;87;Italia;Milano;110
2005;Maschi;87;San Marino;Milano;1
2005;Maschi;88;Italia;Altro comune italiano;13
2005;Maschi;88;Italia;Estero;1
2005;Maschi;88;Italia;Milano;115
2005;Maschi;88;Turchia;Milano;1
2005;Maschi;89;Italia;Altro comune italiano;6
2005;Maschi;89;Italia;Estero;1
2005;Maschi;89;Italia;Milano;103
2005;Maschi;90;Italia;Altro comune italiano;6
2005;Maschi;90;Italia;Milano;133
2005;Maschi;91;Italia;Altro comune italiano;10
2005;Maschi;91;Italia;Milano;118
2005;Maschi;92;Italia;Altro comune italiano;9
2005;Maschi;92;Italia;Milano;78
2005;Maschi;93;Etiopia;Milano;1
2005;Maschi;93;Italia;Altro comune italiano;2
2005;Maschi;93;Italia;Milano;66
2005;Maschi;94;Italia;Altro comune italiano;4
2005;Maschi;94;Italia;Milano;62
2005;Maschi;95;Italia;Altro comune italiano;3
2005;Maschi;95;Italia;Estero;1
2005;Maschi;95;Italia;Milano;40
2005;Maschi;96;Cinese, Repubblica Popolare;Milano;1
2005;Maschi;96;Italia;Altro comune italiano;2
2005;Maschi;96;Italia;Milano;24
2005;Maschi;97;Italia;Milano;24
2005;Maschi;98;Italia;Milano;12
2005;Maschi;99;Italia;Milano;11
2005;Maschi;100;Italia;Milano;6
2005;Maschi;100;Romania;Estero;1
2005;Maschi;101;Italia;Altro comune italiano;2
2005;Maschi;101;Italia;Milano;3
2005;Maschi;102;Italia;Milano;3
2006;Femmine;0;Albania;Altro comune italiano;1
2006;Femmine;0;Filippine;Milano;1
2006;Femmine;0;Italia;Altro comune italiano;13
2006;Femmine;0;Italia;Milano;6
2006;Femmine;0;Perù;Milano;1
2006;Femmine;0;Romania;Estero;1
2006;Femmine;0;Sri Lanka (ex Ceylon);Altro comune italiano;1
2006;Femmine;2;Egitto;Estero;1
2006;Femmine;5;Italia;Milano;1
2006;Femmine;6;Italia;Altro comune italiano;1
2006;Femmine;8;Italia;Altro comune italiano;1
2006;Femmine;10;Canada;Milano;1
2006;Femmine;14;Italia;Altro comune italiano;2
2006;Femmine;15;Italia;Milano;1
2006;Femmine;17;Italia;Milano;2
2006;Femmine;19;Albania;Estero;1
2006;Femmine;19;Perù;Estero;1
2006;Femmine;20;Italia;Milano;1
2006;Femmine;21;Italia;Altro comune italiano;3
2006;Femmine;21;Italia;Milano;1
2006;Femmine;21;Perù;Estero;1
2006;Femmine;23;Italia;Altro comune italiano;1
2006;Femmine;23;Perù;Estero;1
2006;Femmine;24;Cinese, Repubblica Popolare;Estero;1
2006;Femmine;24;Italia;Altro comune italiano;2
2006;Femmine;27;Italia;Altro comune italiano;1
2006;Femmine;27;Italia;Milano;1
2006;Femmine;27;Romania;Estero;1
2006;Femmine;28;Italia;Altro comune italiano;3
2006;Femmine;28;Italia;Milano;2
2006;Femmine;29;Italia;Altro comune italiano;2
2006;Femmine;29;Italia;Milano;1
2006;Femmine;29;Ucraina;Milano;1
2006;Femmine;30;Italia;Altro comune italiano;3
2006;Femmine;30;Italia;Milano;3
2006;Femmine;31;Italia;Altro comune italiano;3
2006;Femmine;31;Italia;Milano;1
2006;Femmine;32;Filippine;Milano;1
2006;Femmine;32;Italia;Altro comune italiano;2
2006;Femmine;32;Italia;Milano;6
2006;Femmine;33;Bolivia;Estero;1
2006;Femmine;33;Italia;Altro comune italiano;3
2006;Femmine;33;Italia;Milano;3
2006;Femmine;33;Lettonia;Milano;1
2006;Femmine;34;Italia;Altro comune italiano;2
2006;Femmine;34;Italia;Milano;2
2006;Femmine;35;Italia;Altro comune italiano;1
2006;Femmine;35;Italia;Milano;4
2006;Femmine;36;Germania;Altro comune italiano;1
2006;Femmine;36;Italia;Altro comune italiano;6
2006;Femmine;36;Italia;Milano;7
2006;Femmine;37;Italia;Altro comune italiano;3
2006;Femmine;37;Italia;Milano;5
2006;Femmine;38;Italia;Altro comune italiano;2
2006;Femmine;38;Italia;Milano;7
2006;Femmine;39;Italia;Altro comune italiano;2
2006;Femmine;39;Italia;Milano;2
2006;Femmine;40;Italia;Altro comune italiano;4
2006;Femmine;40;Italia;Milano;8
2006;Femmine;41;Italia;Altro comune italiano;2
2006;Femmine;41;Italia;Milano;9
2006;Femmine;41;Perù;Milano;1
2006;Femmine;41;Uruguay;Estero;1
2006;Femmine;42;Italia;Altro comune italiano;8
2006;Femmine;42;Italia;Milano;7
2006;Femmine;43;Italia;Altro comune italiano;7
2006;Femmine;43;Italia;Milano;2
2006;Femmine;43;Moldova;Estero;1
2006;Femmine;44;Italia;Altro comune italiano;6
2006;Femmine;44;Italia;Milano;4
2006;Femmine;45;Albania;Estero;1
2006;Femmine;45;India;Milano;1
2006;Femmine;45;Italia;Altro comune italiano;4
2006;Femmine;45;Italia;Milano;11
2006;Femmine;46;Costa d'Avorio;Milano;1
2006;Femmine;46;Italia;Altro comune italiano;7
2006;Femmine;46;Italia;Milano;7
2006;Femmine;46;Polonia;Estero;1
2006;Femmine;47;Filippine;Milano;1
2006;Femmine;47;Italia;Altro comune italiano;5
2006;Femmine;47;Italia;Milano;11
2006;Femmine;47;Perù;Milano;1
2006;Femmine;48;Cinese, Repubblica Popolare;Altro comune italiano;1
2006;Femmine;48;Italia;Altro comune italiano;10
2006;Femmine;48;Italia;Milano;7
2006;Femmine;49;Italia;Altro comune italiano;3
2006;Femmine;49;Italia;Milano;11
2006;Femmine;49;Russa, Federazione;Estero;1
2006;Femmine;49;Slovenia;Milano;1
2006;Femmine;50;Italia;Altro comune italiano;7
2006;Femmine;50;Italia;Milano;13
2006;Femmine;51;Italia;Altro comune italiano;12
2006;Femmine;51;Italia;Milano;13
2006;Femmine;51;Mauritius;Milano;1
2006;Femmine;51;Polonia;Estero;1
2006;Femmine;52;Filippine;Milano;1
2006;Femmine;52;Italia;Altro comune italiano;8
2006;Femmine;52;Italia;Milano;11
2006;Femmine;53;Bulgaria;Estero;1
2006;Femmine;53;Italia;Altro comune italiano;11
2006;Femmine;53;Italia;Milano;11
2006;Femmine;54;Italia;Altro comune italiano;7
2006;Femmine;54;Italia;Milano;18
2006;Femmine;55;Giappone;Milano;1
2006;Femmine;55;Italia;Altro comune italiano;6
2006;Femmine;55;Italia;Milano;16
2006;Femmine;56;Italia;Altro comune italiano;5
2006;Femmine;56;Italia;Milano;26
2006;Femmine;57;Italia;Altro comune italiano;14
2006;Femmine;57;Italia;Milano;31
2006;Femmine;57;Perù;Estero;1
2006;Femmine;58;Italia;Altro comune italiano;14
2006;Femmine;58;Italia;Milano;29
2006;Femmine;59;Israele;Estero;1
2006;Femmine;59;Italia;Altro comune italiano;16
2006;Femmine;59;Italia;Milano;29
2006;Femmine;60;Filippine;Estero;1
2006;Femmine;60;Italia;Altro comune italiano;12
2006;Femmine;60;Italia;Estero;1
2006;Femmine;60;Italia;Milano;40
2006;Femmine;60;Jugoslavia;Milano;1
2006;Femmine;61;Filippine;Milano;1
2006;Femmine;61;Italia;Altro comune italiano;10
2006;Femmine;61;Italia;Milano;34
2006;Femmine;62;Italia;Altro comune italiano;18
2006;Femmine;62;Italia;Milano;37
2006;Femmine;62;Perù;Estero;1
2006;Femmine;63;Filippine;Altro comune italiano;1
2006;Femmine;63;Italia;Altro comune italiano;11
2006;Femmine;63;Italia;Milano;34
2006;Femmine;64;Filippine;Milano;1
2006;Femmine;64;Italia;Altro comune italiano;11
2006;Femmine;64;Italia;Milano;43
2006;Femmine;65;Italia;Altro comune italiano;12
2006;Femmine;65;Italia;Milano;39
2006;Femmine;66;Italia;Altro comune italiano;21
2006;Femmine;66;Italia;Milano;58
2006;Femmine;67;Italia;Altro comune italiano;21
2006;Femmine;67;Italia;Milano;53
2006;Femmine;68;Ecuador;Estero;1
2006;Femmine;68;Italia;Altro comune italiano;17
2006;Femmine;68;Italia;Milano;60
2006;Femmine;69;Italia;Altro comune italiano;24
2006;Femmine;69;Italia;Milano;61
2006;Femmine;70;Croazia;Milano;1
2006;Femmine;70;Dominicana, Repubblica;Altro comune italiano;1
2006;Femmine;70;Italia;Altro comune italiano;17
2006;Femmine;70;Italia;Milano;74
2006;Femmine;71;Italia;Altro comune italiano;18
2006;Femmine;71;Italia;Milano;71
2006;Femmine;72;Italia;Altro comune italiano;23
2006;Femmine;72;Italia;Milano;90
2006;Femmine;73;Algeria;Estero;1
2006;Femmine;73;Italia;Altro comune italiano;31
2006;Femmine;73;Italia;Milano;77
2006;Femmine;74;Italia;Altro comune italiano;27
2006;Femmine;74;Italia;Milano;101
2006;Femmine;75;El Salvador;Estero;1
2006;Femmine;75;Italia;Altro comune italiano;30
2006;Femmine;75;Italia;Milano;108
2006;Femmine;75;Marocco;Milano;1
2006;Femmine;75;Polonia;Milano;1
2006;Femmine;76;Italia;Altro comune italiano;28
2006;Femmine;76;Italia;Estero;1
2006;Femmine;76;Italia;Milano;144
2006;Femmine;77;Etiopia;Estero;1
2006;Femmine;77;Italia;Altro comune italiano;17
2006;Femmine;77;Italia;Milano;126
2006;Femmine;78;Italia;Altro comune italiano;23
2006;Femmine;78;Italia;Milano;142
2006;Femmine;79;Italia;Altro comune italiano;28
2006;Femmine;79;Italia;Milano;170
2006;Femmine;79;Ungheria;Milano;1
2006;Femmine;80;Italia;Altro comune italiano;30
2006;Femmine;80;Italia;Milano;175
2006;Femmine;81;Italia;Altro comune italiano;30
2006;Femmine;81;Italia;Milano;200
2006;Femmine;82;Italia;Altro comune italiano;28
2006;Femmine;82;Italia;Milano;201
2006;Femmine;82;Paesi Bassi;Altro comune italiano;1
2006;Femmine;83;Italia;Altro comune italiano;26
2006;Femmine;83;Italia;Milano;262
2006;Femmine;84;Italia;Altro comune italiano;44
2006;Femmine;84;Italia;Estero;1
2006;Femmine;84;Italia;Milano;255
2006;Femmine;84;Romania;Estero;1
2006;Femmine;85;Italia;Altro comune italiano;28
2006;Femmine;85;Italia;Milano;280
2006;Femmine;86;Iran;Milano;1
2006;Femmine;86;Italia;Altro comune italiano;29
2006;Femmine;86;Italia;Milano;264
2006;Femmine;87;Italia;Altro comune italiano;21
2006;Femmine;87;Italia;Milano;154
2006;Femmine;88;Italia;Altro comune italiano;25
2006;Femmine;88;Italia;Milano;165
2006;Femmine;89;Israele;Estero;1
2006;Femmine;89;Italia;Altro comune italiano;15
2006;Femmine;89;Italia;Milano;177
2006;Femmine;90;Italia;Altro comune italiano;32
2006;Femmine;90;Italia;Milano;207
2006;Femmine;91;Italia;Altro comune italiano;28
2006;Femmine;91;Italia;Milano;246
2006;Femmine;92;Italia;Altro comune italiano;27
2006;Femmine;92;Italia;Milano;220
2006;Femmine;93;Italia;Altro comune italiano;21
2006;Femmine;93;Italia;Milano;198
2006;Femmine;94;Italia;Altro comune italiano;14
2006;Femmine;94;Italia;Milano;191
2006;Femmine;94;Stati Uniti d'America;Milano;1
2006;Femmine;95;Italia;Altro comune italiano;16
2006;Femmine;95;Italia;Milano;144
2006;Femmine;96;Croazia;Milano;1
2006;Femmine;96;Italia;Altro comune italiano;10
2006;Femmine;96;Italia;Milano;119
2006;Femmine;97;Italia;Altro comune italiano;7
2006;Femmine;97;Italia;Milano;99
2006;Femmine;98;Italia;Altro comune italiano;8
2006;Femmine;98;Italia;Milano;80
2006;Femmine;99;Italia;Altro comune italiano;2
2006;Femmine;99;Italia;Milano;48
2006;Femmine;100;Italia;Altro comune italiano;4
2006;Femmine;100;Italia;Milano;34
2006;Femmine;101;Italia;Milano;22
2006;Femmine;102;Italia;Milano;15
2006;Femmine;103;Italia;Milano;8
2006;Femmine;104;Italia;Altro comune italiano;1
2006;Femmine;104;Italia;Milano;6
2006;Femmine;105;Italia;Milano;2
2006;Femmine;106;Italia;Milano;1
2006;Femmine;107;Italia;Milano;2
2006;Femmine;110;Italia;Milano;1
2006;Maschi;0;Egitto;Milano;2
2006;Maschi;0;El Salvador;Altro comune italiano;1
2006;Maschi;0;Filippine;Milano;1
2006;Maschi;0;Italia;Altro comune italiano;21
2006;Maschi;0;Italia;Milano;21
2006;Maschi;0;Perù;Estero;1
2006;Maschi;0;Romania;Estero;1
2006;Maschi;0;Senegal;Altro comune italiano;1
2006;Maschi;1;Italia;Milano;1
2006;Maschi;3;Italia;Altro comune italiano;2
2006;Maschi;4;Italia;Milano;1
2006;Maschi;5;Italia;Altro comune italiano;1
2006;Maschi;6;Italia;Milano;1
2006;Maschi;8;Italia;Altro comune italiano;1
2006;Maschi;10;Italia;Milano;1
2006;Maschi;11;Italia;Milano;1
2006;Maschi;12;Italia;Altro comune italiano;1
2006;Maschi;13;Italia;Altro comune italiano;1
2006;Maschi;14;Italia;Altro comune italiano;1
2006;Maschi;15;Italia;Milano;1
2006;Maschi;16;Italia;Altro comune italiano;1
2006;Maschi;16;Italia;Milano;1
2006;Maschi;16;Ucraina;Milano;1
2006;Maschi;18;Italia;Altro comune italiano;1
2006;Maschi;18;Italia;Estero;1
2006;Maschi;18;Italia;Milano;1
2006;Maschi;19;Albania;Estero;1
2006;Maschi;19;Italia;Milano;1
2006;Maschi;20;Bosnia-Erzegovina;Estero;1
2006;Maschi;20;Italia;Altro comune italiano;2
2006;Maschi;21;Egitto;Estero;1
2006;Maschi;21;Italia;Milano;2
2006;Maschi;22;Ecuador;Estero;1
2006;Maschi;22;Italia;Altro comune italiano;1
2006;Maschi;22;Italia;Estero;1
2006;Maschi;23;Algeria;Estero;1
2006;Maschi;23;Italia;Altro comune italiano;1
2006;Maschi;23;Italia;Milano;3
2006;Maschi;24;Ecuador;Estero;1
2006;Maschi;24;Italia;Altro comune italiano;3
2006;Maschi;24;Marocco;Estero;1
2006;Maschi;24;Romania;Estero;1
2006;Maschi;25;Algeria;Estero;1
2006;Maschi;25;Italia;Altro comune italiano;2
2006;Maschi;25;Italia;Milano;6
2006;Maschi;25;Tunisia;Estero;1
2006;Maschi;26;Croazia;Milano;1
2006;Maschi;26;Etiopia;Estero;1
2006;Maschi;26;Italia;Altro comune italiano;3
2006;Maschi;26;Italia;Milano;8
2006;Maschi;26;Romania;Estero;1
2006;Maschi;27;El Salvador;Milano;1
2006;Maschi;27;Italia;Altro comune italiano;2
2006;Maschi;27;Italia;Milano;2
2006;Maschi;27;Marocco;Milano;1
2006;Maschi;28;Bangladesh;Milano;1
2006;Maschi;28;Bulgaria;Estero;1
2006;Maschi;28;Ecuador;Milano;1
2006;Maschi;28;Ghana;Estero;1
2006;Maschi;28;Italia;Altro comune italiano;4
2006;Maschi;28;Italia;Milano;3
2006;Maschi;28;Perù;Estero;1
2006;Maschi;28;Romania;Altro comune italiano;1
2006;Maschi;29;Cinese, Repubblica Popolare;Altro comune italiano;1
2006;Maschi;29;Italia;Altro comune italiano;6
2006;Maschi;29;Venezuela;Milano;1
2006;Maschi;30;Bangladesh;Milano;1
2006;Maschi;30;Egitto;Milano;1
2006;Maschi;30;Iran;Estero;1
2006;Maschi;30;Italia;Altro comune italiano;6
2006;Maschi;30;Italia;Milano;2
2006;Maschi;31;Albania;Estero;1
2006;Maschi;31;Cile;Milano;1
2006;Maschi;31;Egitto;Estero;1
2006;Maschi;31;Eritrea;Estero;1
2006;Maschi;31;Filippine;Milano;1
2006;Maschi;31;Italia;Altro comune italiano;4
2006;Maschi;31;Italia;Milano;2
2006;Maschi;31;Perù;Estero;1
2006;Maschi;32;Brasile;Estero;1
2006;Maschi;32;Italia;Altro comune italiano;2
2006;Maschi;32;Italia;Milano;5
2006;Maschi;33;Egitto;Milano;1
2006;Maschi;33;Italia;Altro comune italiano;5
2006;Maschi;33;Italia;Milano;4
2006;Maschi;33;Marocco;Altro comune italiano;1
2006;Maschi;33;Moldova;Altro comune italiano;1
2006;Maschi;33;Polonia;Estero;1
2006;Maschi;33;Venezuela;Estero;1
2006;Maschi;34;Bangladesh;Milano;1
2006;Maschi;34;Italia;Altro comune italiano;4
2006;Maschi;34;Italia;Milano;7
2006;Maschi;35;Filippine;Milano;1
2006;Maschi;35;Italia;Altro comune italiano;6
2006;Maschi;35;Italia;Milano;8
2006;Maschi;35;Marocco;Altro comune italiano;1
2006;Maschi;35;Mozambico;Milano;1
2006;Maschi;35;Romania;Milano;1
2006;Maschi;36;Ecuador;Milano;1
2006;Maschi;36;Giappone;Estero;1
2006;Maschi;36;Italia;Altro comune italiano;7
2006;Maschi;36;Italia;Milano;7
2006;Maschi;36;Romania;Altro comune italiano;1
2006;Maschi;36;Ucraina;Estero;1
2006;Maschi;37;Italia;Altro comune italiano;9
2006;Maschi;37;Italia;Milano;7
2006;Maschi;37;Marocco;Milano;1
2006;Maschi;37;Romania;Estero;1
2006;Maschi;38;Brasile;Milano;1
2006;Maschi;38;Italia;Altro comune italiano;4
2006;Maschi;38;Italia;Milano;5
2006;Maschi;38;Perù;Altro comune italiano;1
2006;Maschi;38;Romania;Estero;1
2006;Maschi;39;Bulgaria;Estero;1
2006;Maschi;39;Ecuador;Estero;1
2006;Maschi;39;Italia;Altro comune italiano;6
2006;Maschi;39;Italia;Milano;11
2006;Maschi;39;Marocco;Estero;2
2006;Maschi;39;Perù;Estero;1
2006;Maschi;39;Tunisia;Estero;1
2006;Maschi;40;Bosnia-Erzegovina;Estero;1
2006;Maschi;40;Italia;Altro comune italiano;5
2006;Maschi;40;Italia;Milano;7
2006;Maschi;41;Egitto;Altro comune italiano;1
2006;Maschi;41;Egitto;Estero;1
2006;Maschi;41;Italia;Altro comune italiano;8
2006;Maschi;41;Italia;Milano;17
2006;Maschi;41;Romania;Milano;1
2006;Maschi;42;Cinese, Repubblica Popolare;Altro comune italiano;1
2006;Maschi;42;Egitto;Milano;1
2006;Maschi;42;Italia;Altro comune italiano;10
2006;Maschi;42;Italia;Milano;8
2006;Maschi;43;Italia;Altro comune italiano;14
2006;Maschi;43;Italia;Estero;1
2006;Maschi;43;Italia;Milano;11
2006;Maschi;43;Romania;Estero;1
2006;Maschi;44;Bulgaria;Estero;1
2006;Maschi;44;Italia;Altro comune italiano;11
2006;Maschi;44;Italia;Milano;17
2006;Maschi;44;Jugoslavia;Milano;1
2006;Maschi;44;Svizzera;Estero;1
2006;Maschi;45;Bosnia-Erzegovina;Estero;1
2006;Maschi;45;Italia;Altro comune italiano;8
2006;Maschi;45;Italia;Milano;11
2006;Maschi;46;Egitto;Estero;1
2006;Maschi;46;Italia;Altro comune italiano;8
2006;Maschi;46;Italia;Milano;12
2006;Maschi;46;Marocco;Estero;1
2006;Maschi;47;Cinese, Repubblica Popolare;Milano;1
2006;Maschi;47;Francia;Altro comune italiano;1
2006;Maschi;47;Germania;Estero;1
2006;Maschi;47;Italia;Altro comune italiano;16
2006;Maschi;47;Italia;Milano;13
2006;Maschi;47;Romania;Altro comune italiano;1
2006;Maschi;47;Seychelles;Altro comune italiano;1
2006;Maschi;47;Slovenia;Estero;1
2006;Maschi;48;Egitto;Milano;1
2006;Maschi;48;Italia;Altro comune italiano;13
2006;Maschi;48;Italia;Milano;10
2006;Maschi;48;Macedonia, ex Repubblica Jugoslava di;Milano;1
2006;Maschi;49;Italia;Altro comune italiano;6
2006;Maschi;49;Italia;Estero;1
2006;Maschi;49;Italia;Milano;15
2006;Maschi;49;Sierra Leone;Estero;1
2006;Maschi;50;Ecuador;Estero;1
2006;Maschi;50;Egitto;Milano;1
2006;Maschi;50;Italia;Altro comune italiano;15
2006;Maschi;50;Italia;Milano;12
2006;Maschi;51;Italia;Altro comune italiano;10
2006;Maschi;51;Italia;Estero;1
2006;Maschi;51;Italia;Milano;22
2006;Maschi;51;Jugoslavia;Milano;1
2006;Maschi;51;Senegal;Altro comune italiano;1
2006;Maschi;51;Sri Lanka (ex Ceylon);Altro comune italiano;1
2006;Maschi;52;Egitto;Altro comune italiano;2
2006;Maschi;52;Italia;Altro comune italiano;15
2006;Maschi;52;Italia;Milano;30
2006;Maschi;52;Marocco;Milano;1
2006;Maschi;53;Cinese, Repubblica Popolare;Milano;1
2006;Maschi;53;Eritrea;Estero;1
2006;Maschi;53;Filippine;Milano;1
2006;Maschi;53;Giappone;Estero;1
2006;Maschi;53;Italia;Altro comune italiano;22
2006;Maschi;53;Italia;Milano;26
2006;Maschi;53;Sri Lanka (ex Ceylon);Milano;1
2006;Maschi;54;Ecuador;Estero;1
2006;Maschi;54;Italia;Altro comune italiano;11
2006;Maschi;54;Italia;Estero;1
2006;Maschi;54;Italia;Milano;29
2006;Maschi;55;Egitto;Estero;1
2006;Maschi;55;India;Milano;1
2006;Maschi;55;Italia;Altro comune italiano;21
2006;Maschi;55;Italia;Milano;34
2006;Maschi;56;Italia;Altro comune italiano;17
2006;Maschi;56;Italia;Milano;38
2006;Maschi;56;Perù;Estero;1
2006;Maschi;56;Sri Lanka (ex Ceylon);Altro comune italiano;1
2006;Maschi;57;Filippine;Milano;1
2006;Maschi;57;Italia;Altro comune italiano;18
2006;Maschi;57;Italia;Milano;32
2006;Maschi;58;Egitto;Milano;1
2006;Maschi;58;Giappone;Milano;1
2006;Maschi;58;Israele;Milano;1
2006;Maschi;58;Italia;Altro comune italiano;22
2006;Maschi;58;Italia;Estero;1
2006;Maschi;58;Italia;Milano;43
2006;Maschi;58;Svizzera;Milano;1
2006;Maschi;59;Cinese, Repubblica Popolare;Milano;1
2006;Maschi;59;Francia;Estero;1
2006;Maschi;59;Italia;Altro comune italiano;29
2006;Maschi;59;Italia;Milano;59
2006;Maschi;60;Italia;Altro comune italiano;25
2006;Maschi;60;Italia;Milano;48
2006;Maschi;61;Italia;Altro comune italiano;18
2006;Maschi;61;Italia;Estero;1
2006;Maschi;61;Italia;Milano;56
2006;Maschi;61;Marocco;Milano;1
2006;Maschi;62;Italia;Altro comune italiano;33
2006;Maschi;62;Italia;Milano;63
2006;Maschi;62;Senegal;Milano;1
2006;Maschi;63;Italia;Altro comune italiano;33
2006;Maschi;63;Italia;Milano;68
2006;Maschi;64;Italia;Altro comune italiano;28
2006;Maschi;64;Italia;Estero;1
2006;Maschi;64;Italia;Milano;72
2006;Maschi;65;Iran;Milano;1
2006;Maschi;65;Italia;Altro comune italiano;27
2006;Maschi;65;Italia;Milano;80
2006;Maschi;65;Jugoslavia;Estero;1
2006;Maschi;66;Italia;Altro comune italiano;31
2006;Maschi;66;Italia;Estero;1
2006;Maschi;66;Italia;Milano;92
2006;Maschi;66;Romania;Estero;1
2006;Maschi;67;Italia;Altro comune italiano;31
2006;Maschi;67;Italia;Estero;1
2006;Maschi;67;Italia;Milano;94
2006;Maschi;67;Jugoslavia;Estero;1
2006;Maschi;68;Italia;Altro comune italiano;36
2006;Maschi;68;Italia;Milano;92
2006;Maschi;68;Romania;Estero;1
2006;Maschi;69;Italia;Altro comune italiano;34
2006;Maschi;69;Italia;Milano;73
2006;Maschi;70;Albania;Milano;1
2006;Maschi;70;Italia;Altro comune italiano;44
2006;Maschi;70;Italia;Milano;106
2006;Maschi;71;Italia;Altro comune italiano;34
2006;Maschi;71;Italia;Milano;106
2006;Maschi;72;Italia;Altro comune italiano;28
2006;Maschi;72;Italia;Milano;141
2006;Maschi;73;Italia;Altro comune italiano;30
2006;Maschi;73;Italia;Estero;1
2006;Maschi;73;Italia;Milano;139
2006;Maschi;74;Iran;Milano;1
2006;Maschi;74;Italia;Altro comune italiano;47
2006;Maschi;74;Italia;Milano;130
2006;Maschi;74;Svezia;Estero;1
2006;Maschi;74;Svizzera;Estero;1
2006;Maschi;75;Italia;Altro comune italiano;47
2006;Maschi;75;Italia;Milano;151
2006;Maschi;76;Italia;Altro comune italiano;42
2006;Maschi;76;Italia;Milano;169
2006;Maschi;77;Italia;Altro comune italiano;44
2006;Maschi;77;Italia;Milano;158
2006;Maschi;78;Italia;Altro comune italiano;42
